group_name	cd	name
has_antibiotic	101	无，原因已记录
has_antibiotic	102	无，原因未记录
has_antibiotic	103	有， 1天
has_antibiotic	104	有， >1 天
planted_pac_type	101	单腔ICD
planted_pac_type	102	双腔ICD
has_corlvpole_planted	101	否
has_corlvpole_planted	102	是
has_corlvpole_planted	103	既往已置入
planted_failed_reason	101	血管穿刺路径不成功
planted_failed_reason	102	未能进入冠状窦
planted_failed_reason	103	未能进入静脉属支
planted_failed_reason	104	冠状窦撕裂
planted_failed_reason	105	阈值过高
planted_failed_reason	106	膈肌刺激
pulser_replaced_rson	101	电池达到预期寿命
pulser_replaced_rson	102	电极更新时更换
pulser_replaced_rson	103	升级
pulser_replaced_rson	104	感染
pulser_replaced_rson	105	制造商召回
pulser_replaced_rson	106	更换植入部位
pulser_replaced_rson	107	起搏器功能异常
pacemaker_fun_abnor	101	心房起搏异常
pacemaker_fun_abnor	102	左室起搏异常
pacemaker_fun_abnor	103	右室起搏异常
pacemaker_fun_abnor	104	除颤异常
pacemaker_fun_abnor	105	连接错误
pacemaker_fun_abnor	106	电池提前耗竭
guide_line_type	101	新电极
guide_line_type	102	原有电极
guide_line_pos	101	右心耳
guide_line_pos	102	右房间隔
guide_line_pos	103	右室心尖部
guide_line_pos	104	右室流出道间隔部
guide_line_pos	105	左室 -冠状窦
guide_line_pos	106	左室 -心外膜
guide_line_pos	107	其他
former_pole_fun	101	正常
former_pole_fun	102	异常
former_pole_fun	103	未测试
former_pole_proc	101	拔除
former_pole_proc	102	旷置
former_pole_proc	103	继续使用
pac_death_cause	101	心源性
pac_death_cause	102	非心源性
pac_death_cause	103	无法判断
guide_line_ass_type	101	建议心房电极
guide_line_ass_type	102	建议右室电极
guide_line_ass_type	103	建议左室电极
ep_alive_more	101	否
ep_alive_more	102	是
ep_alive_more	103	未记录

arrival_method	101	救护车
arrival_method	102	步入
arrival_method	103	其他
stent_num	101	0
stent_num	102	1
stent_num	103	2
stent_num	104	3
stent_num	105	4
culprit_Lesion_cp	101	LAD
culprit_Lesion_cp	102	LCX
culprit_Lesion_cp	103	RCA
culprit_Lesion_cp	104	LM
culprit_Lesion_cp	105	SVG
patient_outcome	101	CCU
patient_outcome	102	普通病房
patient_outcome	103	死亡
d2b_flag	101	<=90 min
d2b_flag	102	>90 min
medical_insurance	110	城镇职工基本医疗保险
medical_insurance	102	城镇居民基本医疗保险(社保)
medical_insurance	103	新型农村合作医疗
medical_insurance	111	贫困救助
medical_insurance	105	商业医疗保险
medical_insurance	106	全公费
medical_insurance	107	全自费
medical_insurance	109	其他社会保险
medical_insurance	108	其他
ct_type	101	肺栓塞CT
ct_type	102	主动脉增强CT
ct_type	103	冠脉CT
surgery_input_way	101	桡动脉
surgery_input_way	102	股动脉
surgery_input_way	103	肱动脉
surgery_input_way	104	其他
stents_count	101	0
stents_count	102	1
stents_count	103	2
stents_count	104	3
stents_count	105	4
stents_count	106	>=5
overdb_time_reason	101	症状认识不足
overdb_time_reason	102	血管异常导致穿刺困难
overdb_time_reason	103	家属延误
overdb_time_reason	104	知情同意时间过长
overdb_time_reason	105	并发症
overdb_time_reason	106	呼救响应时间过长
overdb_time_reason	107	传输延误
overdb_time_reason	108	路况复杂路途遥远
overdb_time_reason	109	缺少可调用的急救车
overdb_time_reason	110	出现并发症处理时间较长
overdb_time_reason	111	导管室占台
overdb_time_reason	112	排队挂号
overdb_time_reason	113	缴费办理住院时间长
overdb_time_reason	114	诊断延误
overdb_time_reason	115	采血化验时间长
overdb_time_reason	116	影像学检查CT、超声时间长
overdb_time_reason	117	导管室医护人员迟到
patient_outcome_cpc	101	好转
patient_outcome_cpc	102	加重
patient_outcome_cpc	103	死亡
culprit_vessel	101	LAD
culprit_vessel	102	LCX
culprit_vessel	103	RCA
culprit_vessel	104	LM
culprit_vessel	105	SVG
chestpain_diagnosis	101	STEMI
chestpain_diagnosis	102	UA/NSTEMI
chestpain_diagnosis	103	主动脉夹层
chestpain_diagnosis	104	肺栓塞
chestpain_diagnosis	105	其他
first_diagnosis	101	STEMI
first_diagnosis	102	UA/NSTEMI可能
first_diagnosis	103	主动脉夹层可能
first_diagnosis	104	肺栓塞可能
first_diagnosis	105	其他
patient_leave_forward	101	收入院
patient_leave_forward	102	出院
patient_leave_forward	103	门诊随访
patient_leave_forward	104	转入其他医院
patient_leave_forward	105	导管室
into_hospital	101	CCU
into_hospital	102	其他科室
procedure_timePeriod	101	所有
procedure_timePeriod	102	今天
procedure_timePeriod	103	过去一周
procedure_timePeriod	104	过去一个月
procedure_timePeriod	105	过去三个月
procedure_timePeriod	106	过去六个月
procedure_timePeriod	107	过去九个月
procedure_timePeriod	108	过去一年
procedure_timePeriod	109	自定义
test_dt_type	101	<1个月
test_dt_type	102	>=1个月到<=3个月
test_dt_type	103	>3个月到<=6个月
test_dt_type	104	>6个月
conclusion_angiography_type	101	冠脉造影未见明显异常
conclusion_angiography_type	102	冠状动脉粥样硬化
conclusion_angiography_type	103	冠脉双支病变
conclusion_angiography_type	104	冠脉三支病变
conclusion_angiography_type	105	冠脉单支病变
follow_up_reason	101	常规随访
follow_up_reason	102	有不适症状
follow_up_reason	103	拟行外科手术
if_unwell_symptoms	101	心悸
if_unwell_symptoms	102	胸闷/胸痛
if_unwell_symptoms	103	头晕/黑矒
if_unwell_symptoms	104	晕厥
if_unwell_symptoms	105	乏力
if_unwell_symptoms	106	植入局部异常
if_unwell_symptoms	107	植入侧肩部不适
guide_line_fun	101	正常
guide_line_fun	102	异常
guide_line_fun	103	未测试
pace_mode_setting	101	DDDR
pace_mode_setting	102	DDD
pace_mode_setting	103	VVIR
pace_mode_setting	104	VVI
pace_mode_setting	105	AAIR-DDDR
pace_mode_setting	106	AAI-DDD
pace_mode_setting	107	其他
sleep_frequency_type	101	未设
sleep_frequency_type	102	已设
if_close_open	101	关闭
if_close_open	102	开放
induction_level	101	低
induction_level	102	中
induction_level	103	高
av_interval	101	频率适应
av_interval	102	固定
pace_mode_conversion	101	DDI
pace_mode_conversion	102	VVI
pace_mode_conversion	103	DDIR
pace_mode_conversion	104	VVIR
signs_type	101	heart_rate
signs_type	102	systolic_blood_pressure
signs_type	103	diastolic_blood_pressure
death_cause_follow_up_heart	101	心肌缺血或梗死
death_cause_follow_up_heart	102	心律失常
death_cause_follow_up_heart	103	心衰
death_cause_follow_up_heart	104	其他
echo_type	101	超声检查
echo_type	102	负荷超声检查
